af_id,name,organization,country,city
123569816,ITS America (Intelligent Transportation Society of America),ITS America (Intelligent Transportation Society of America),United States,NA
100587762,Inc.,"Iteris, Inc.",United States,NA
119219307,Dynniq,Dynniq,Netherlands,NA
123350727,TNO (Netherlands Organisation for Applied Scientific Research),TNO (Netherlands Organisation for Applied Scientific Research),Netherlands,NA
112589599,National Plant Gene Research Center (Beijing),National Plant Gene Research Center (Beijing),China,Beijing
60030904,Chinese Academy of Sciences,"Institute of Computing Technology, Chinese Academy of Sciences",China,Beijing
116435183,Chumpare Hospital,Chumpare Hospital,Thailand,Chum Phae
100367736,Sterling Hospital,"Department of Infectious Diseases, Sterling Hospital",India,Ahmedabad
60001091,Université de Toulouse,"Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés LISBP, CNRS, INRA INSA, Université de Toulouse",France,Toulouse
60030052,UPS,"Laboratoire de Génie Chimique LGC, Université de Toulouse, CNRS, INPT, UPS",France,Toulouse
60011173,University of Groningen,"Kapteyn Astronomical Institute, University of Groningen",Netherlands,Groningen
60110880,Royal Observatory,"Institute for Astronomy, University of Edinburgh, Royal Observatory",United Kingdom,Edinburgh
60277284,RIKEN Cluster for Pioneering Research,RIKEN Cluster for Pioneering Research,Japan,"Saitama, Wako-shi"
60018101,Canada-France-Hawaii Telescope (CFHT),Canada-France-Hawaii Telescope (CFHT),United States,Kamuela
60022826,Albert Einstein Medical Center,"C/o Department of Internal Medicine, Albert Einstein Medical Center",United States,Philadelphia
122383016,Southern Laboratory of Ocean Science and Engineering,Southern Laboratory of Ocean Science and Engineering,China,Zhuhai
60098465,Microsoft Research India,Microsoft Research India,India,Bengaluru
60007061,University of Salerno,"DIEM, University of Salerno",Italy,Fisciano
60018674,Lund University,"Unit of Drug Target Discovery, Department of Experimental Medical Science, Lund University",Sweden,Lund
60018125,Queen's Medical Center,"Queens Heart Physician Practice, Queen's Medical Center",United States,Honolulu
108427147,National United University,National United University,China,Miao-Li
60030358,Ewha Womans University College of Medicine,"Department of Internal Medicine, Ewha Womans University College of Medicine",South Korea,Seoul
112445811,CHA University School of Medicine,"Division of Gastroenterology, Department of Internal Medicine, CHA Ilsan Medical Center, CHA University School of Medicine",South Korea,Ilsan
60120720,Seoul National University Hospital Gangnam Center,"Department of Internal Medicine, Seoul National University Hospital Gangnam Center",South Korea,Seoul
60000304,Dankook University College of Medicine,"Department of Internal Medicine, Dankook University College of Medicine",South Korea,Cheonan
60277005,The Catholic University of Korea,"Division of Gastroenterology, Department of Internal Medicine, Incheon St. Mary's Hospital, College of Medicine, The Catholic University of Korea",South Korea,Incheon
60008072,Chung-Ang University College of Medicine,"Department of Internal Medicine, Chung-Ang University College of Medicine",South Korea,Seoul
60094238,Hanyang University College of Medicine,"Department of Internal Medicine, Hanyang University Guri Hospital, Hanyang University College of Medicine",South Korea,Guri
60025727,Wonkwang University School of Medicine,"Department of Internal Medicine, Digestive Disease Research Institute, Wonkwang University School of Medicine",South Korea,Iksan
60032638,Keimyung University School of Medicine,"Department of Internal Medicine, Keimyung University School of Medicine",South Korea,Daegu
60012736,Kosin University College of Medicine,"Department of Internal Medicine, Kosin University College of Medicine",South Korea,Busan
109985080,National Evidence-based Healthcare Collaborating Agency,"Division of Healthcare Technology Assessment Research, National Evidence-based Healthcare Collaborating Agency",South Korea,Seoul
126174127,Sichuan Zhirenfa Biotechnology Co. Ltd,Sichuan Zhirenfa Biotechnology Co. Ltd,China,Zigong
60008898,Indian School of Mines,"Optical Fiber Laboratory, Indian Institute of Technology, Indian School of Mines",India,Dhanbad
60016211,Chinese Academy of Sciences,"Center for Monsoon System Research, Institute of Atmospheric Physics, Chinese Academy of Sciences",China,Beijing
60069713,China Meteorological Administration,"National Climate Center, China Meteorological Administration",China,Beijing
124575316,Environmental Research and Training Center,Environmental Research and Training Center,Thailand,Pathumthani
60017705,Chinese Academy of Agricultural Sciences,"Changchun Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,Changchun
60022071,CSIRO Australian Animal Health Laboratory,CSIRO Australian Animal Health Laboratory,Australia,Geelong
60001371,Defense Threat Reduction Agency,"Biological Threat Reduction Program, Defense Threat Reduction Agency",United States,NA
60103784,Tadulako University,"Department of Pharmacy, Faculty of Science, Tadulako University",Indonesia,Central Sulawesi
122319249,Nopparat Rajathanee Hospital,Nopparat Rajathanee Hospital,Thailand,Bangkok
126095650,Kaomgawa Sea World,Kaomgawa Sea World,Japan,Chiba
100616849,Kamogawa Sea World,"International Marine Biological Research Institute, Kamogawa Sea World",Japan,"Kamogawa, Chiba"
123873883,Centro de Asistencia del Sindicato Médico del Uruguay-Institución de Asistencia Medica Privada de Profesionales (CASMU-IAMPP),"Dialysis Unit, Centro de Asistencia del Sindicato Médico del Uruguay-Institución de Asistencia Medica Privada de Profesionales (CASMU-IAMPP)",Uruguay,Montevideo
116284047,Search,Search,United States,NA
122536020,Pettis and Assoc. LLC,Pettis and Assoc. LLC,United States,Salisbury
60000635,USDA-ARS Bee Research Laboratory,USDA-ARS Bee Research Laboratory,United States,Beltsville
60073843,Institute of Hematology and Transfusion Medicine,Institute of Hematology and Transfusion Medicine,Poland,Warsaw
107071786,São Germano Clinic,São Germano Clinic,Brazil,São Paulo
60022695,Saratov State Medical University,Saratov State Medical University,Russian Federation,Saratov
118307450,Group practice Freiberg-Richter,Group practice Freiberg-Richter,Germany,Dresden
60108571,Faculty of Medicine,"Department of Hematology, University of Debrecen, Faculty of Medicine",Hungary,Debrecen
106564520,Fundacao Pio XII Barretos Cancer Hospital,Fundacao Pio XII Barretos Cancer Hospital,Brazil,Barretos
60022785,Bichat-Claude Bernard Hospital (Paris Nord Val de Seine University Hospitals),Bichat-Claude Bernard Hospital (Paris Nord Val de Seine University Hospitals),France,Paris
60025861,University Hospital Hotel-Dieu,University Hospital Hotel-Dieu,France,Nantes
60032489,Centro de Investigación Biomédica en Red de Cáncer,"Clinica Universidad de Navarra, Centro de Investigación Médica Aplicada, Instituto de Investigaciones Sanitarias de Navarra, Centro de Investigación Biomédica en Red de Cáncer",Spain,Pamplona
60264869,Dhonburi Rajabhat University,"Department of Environmental Science and Technology, Faculty of Science and Technology, Dhonburi Rajabhat University",Thailand,NA
114197125,Stord Helse-Fonna Hospital,"Section for Gastroenterology, Department of Medicine, Stord Helse-Fonna Hospital",Norway,Stord
60119491,Seoul National University,"Research Institute of Pharmaceutical Sciences and College of Pharmacy, Seoul National University",South Korea,Seoul
124615020,Boonyavej Hospital,Boonyavej Hospital,Thailand,Bangkok
60104727,University of Nizwa,"Department of Mathematical and Physical Sciences, College of Arts and Sciences, University of Nizwa",Oman,Nizwa
60007614,Institute of Technical Physics and Materials Science,"Centre for Energy Research, Institute of Technical Physics and Materials Science",Hungary,Budapest
126626646,Phramongkutklao Hospital,"Department of Anesthesiology, Phramongkutklao Hospital",Thailand,Rajadevi
60024857,Alder Hey Children’s NHS Foundation Trust,"Department of Pediatric Rheumatology, Alder Hey Children’s NHS Foundation Trust",United Kingdom,Liverpool
60003551,University of the Witwatersrand,"Empilweni Services and Research Unit, Department of Paediatrics and Child Health, Rahima Moosa Mother and Child Hospital, Faculty of Health Sciences, University of the Witwatersrand",South Africa,NA
107071744,Newlands Clinic,Newlands Clinic,Zimbabwe,Harare
117729039,Hospital Escuela Universitario,"Instituto Hondureño de Seguridad Social, Hospital Escuela Universitario",Honduras,Tegucigalpa
127131029,Kouhoukai Takagi Hospital,"Clinical Laboratory, Kouhoukai Takagi Hospital",Japan,Ohkawa
60014001,Universiti Teknologi Malaysia,"Institute of High Voltage & High Current, School of Electrical Engineering, Faculty of Engineering, Universiti Teknologi Malaysia",Malaysia,Skudai
60089143,Institute of Higher Education ACECR Khouzestan,"Faculty of Electrical and Computer, Institute of Higher Education ACECR Khouzestan",Iran,Tehran
60121435,Berkeley,"Department of Landscape Architecture and Environmental Planning, University of California, Berkeley",United States,Berkeley
112658241,Southern Institute of Water Resources Research (SIWRR),Southern Institute of Water Resources Research (SIWRR),Viet Nam,Ho Chi Minh City
117693102,Sub-Institute of HydroMeteorology and Climate Change (SIHYMECC),Sub-Institute of HydroMeteorology and Climate Change (SIHYMECC),Viet Nam,Ho Chi Minh City
125823236,Transport Development and Strategy Institute,Transport Development and Strategy Institute,Viet Nam,Hanoi
60071997,Royal University of Phnom Penh,"Department of Economic Development, Faculty of Development Studies, Royal University of Phnom Penh",Cambodia,NA
129490944,Ministry of Natural Resources and Environment,"Regional Environment Office 9, Ministry of Natural Resources and Environment",Thailand,Udon Thani
60071417,Dalat University,Dalat University,Viet Nam,NA
125736254,Institute of Physics,Institute of Physics,India,Bhubaneswar
123285863,Rutgers University,"Department of Medicine, Division of Gastroenterology and Hepatology, Rutger New Jersey Medical School, Rutgers University",United States,NA
60014101,Sohag University Medical Administration,Sohag University Medical Administration,Egypt,Sohag
60105346,Damanhour University,"Department of Pharmacology and Therapeutics, Faculty of Veterinary Medicines, Damanhour University",Egypt,Damanhur
60092394,Foundation University Islamabad,"Foundation University Medical College, Foundation University Islamabad",Pakistan,Islamabad
125726839,Khlong Lan Hospital,Khlong Lan Hospital,Thailand,Kamphaeng Phet
122600112,Phran Kratai Hospital,Phran Kratai Hospital,Thailand,Kamphaeng Phet
125726880,Saithong Wattana Hospital,Saithong Wattana Hospital,Thailand,Kamphaeng Phet
125727429,Lan Krabue Hospital,Lan Krabue Hospital,Thailand,Kamphaeng Phet
100824497,Khlong Khlung Hospital,Khlong Khlung Hospital,Thailand,Kamphaeng Phet
60272722,Aomori Prefectural Industrial Technology Research Center,"Industrial Research Institute, Aomori Prefectural Industrial Technology Research Center",Japan,Aomori
60033545,Pontificial Xavierian University,"Department of Ecology and Territory, Pontificial Xavierian University",Colombia,Bogota
60000144,Bowdoin College,"Environmental Studies Program and Earth and Oceanographic Science Department, Bowdoin College",United States,Brunswick
60028564,Max Planck Institute for Meteorology,Max Planck Institute for Meteorology,Germany,Hamburg
60009509,Northeast Normal University,"Institute for Peat and Mire Research, School of Geographical Sciences, Northeast Normal University",China,Changchun
60019526,Mount Holyoke College,"Department of Environmental Studies, Mount Holyoke College",United States,South Hadley
112743411,Instituto Franco-Argentino para el Estudio del Clima y sus Impactos,Instituto Franco-Argentino para el Estudio del Clima y sus Impactos,Argentina,Buenos Aires
60020318,Max Planck Institute for Biogeochemistry,Max Planck Institute for Biogeochemistry,Germany,Jena
60011347,United States Geological Survey,"Florence Bascom Geoscience Center, United States Geological Survey",United States,Reston
60012455,Texas A&M University at Galveston,"Department of Marine and Coastal Environmental Science, Texas A&M University at Galveston",United States,Galveston
60106157,Natural Resources Institute Finland (Luke),Natural Resources Institute Finland (Luke),Finland,Helsinki
60033278,Agroscope,Agroscope,Switzerland,Zurich
60033178,Climate System Research,"Finnish Meteorological Institute, Climate System Research",Finland,Helsinki
60033011,Lamont-Doherty Earth Observatory,Lamont-Doherty Earth Observatory,United States,Palisades
60016933,National Park Service,National Park Service,United States,Washington DC
60021782,Hope College,"Department of Chemistry, and Department of Geological and Environmental Science, Hope College",United States,Holland
60104606,Uva Wellassa University,"Department of Applied Earth Sciences, Uva Wellassa University",Sri Lanka,Badulla
60121458,Berkeley,"Department of Environmental Science, Policy, and Management, University of California, Berkeley",United States,Berkeley
60000500,Memorial University,"Department of Environment and Sustainability, Grenfell Campus, Memorial University",Canada,Corner Brook
60116572,PACE Institute of Technology & Sciences,"Department of Chemistry (H & S), PACE Institute of Technology & Sciences",India,Ongole
126174041,University of Chitral,"Department of Economics, University of Chitral",Pakistan,Chitral
111715274,Faculty of Sports Science,Faculty of Sports Science,Thailand,Bangkok
60171734,Kanazawa University,"Department of Clinical Pharmacokinetics, Graduate School of Medical Sciences, Kanazawa University",Japan,Kanazawa
127058382,Triam Udom Suksa School,Triam Udom Suksa School,Thailand,Bangkok
112942118,WHO South-East Asia Region,WHO South-East Asia Region,India,New Delhi
107183007,MSD (Thailand) Ltd.,MSD (Thailand) Ltd.,Thailand,Bangkok
126718932,Nan District Hospital,Nan District Hospital,Thailand,Nan
126299373,Ltd,"Sichuan Golden-Elephant Sincerity Chemical Co., Ltd",China,Meishan
126308175,Ltd,"Sichuan Yibin Plastic Packaging Materials Co., Ltd",China,Yibin
126289995,Ltd,"Sichuan Zhixiangyi Technology Co., Ltd",China,Chengdu
126209000,Ltd,"Sichuan Zhirenfa Environmental Protection Technology Co., Ltd",China,Zigong
60077951,Yogi Vemana University,"Polymer Biomaterial Design and Synthesis Laboratory, Department of Chemistry, Yogi Vemana University",India,Kadapa Andhra Pradesh
127156503,Colorado State University,"Department of Chemistry, Colorado State University",United States,NA
60011157,Iwate Prefectural University,Iwate Prefectural University,Japan,Takizawa
60138902,HIV i-Base,HIV i-Base,United Kingdom,London
112888573,Aidsfonds,Aidsfonds,Netherlands,Amsterdam
60009752,International AIDS Society,International AIDS Society,Switzerland,Geneva
60110877,ViiV Healthcare,ViiV Healthcare,United States,Branford
100349399,Treatment Action Group,Treatment Action Group,United States,New York
129083213,European AIDS treatment group (EATG),European AIDS treatment group (EATG),Switzerland,Zurich
128380209,Parasitología e Inmunología,"Facultad de Medicina, Departamento de Microbiología, Parasitología e Inmunología",Argentina,Buenos Aires
60001462,Scripps Research Institute,Scripps Research Institute,United States,Jupiter
129083218,EATG,EATG,Germany,Berlin
112458821,MUJHU Care limited,MUJHU Care limited,Uganda,Kampala
127171485,HUGTIP,"IrsiCaixa AIDS Research Institute, HUGTIP",Spain,Badalona
126867212,Caring Cross,Caring Cross,United States,Gaithersburg
60111353,Universiti Sains Malaysia,"Advanced Medical and Dental Institute, Universiti Sains Malaysia",Malaysia,Pulau Pinang
113990730,Inc,"ImmunityBio, Inc",United States,Culver City
60107841,Botswana Harvard AIDS Institute Partnership,Botswana Harvard AIDS Institute Partnership,Botswana,Gaborone
109088536,AVAC,AVAC,United States,New York
129083206,VARG,VARG,Thailand,Chiang Mai
129083210,University of Lucerne MSc Health Sciences,"Social Policy, Gender Identity, and Sexual Orientation Studies Association (SPoD), University of Lucerne MSc Health Sciences",Turkey,Istanbul
60138712,Rakai Health Sciences Program,Rakai Health Sciences Program,Uganda,Rakai
126752475,National Science and Technology Development Agency,National Science and Technology Development Agency,NA,NA
60008141,Örebro University,"Department of Marketing, Örebro University",Sweden,Örebro
60274109,The Ratio Institute,The Ratio Institute,Sweden,Stockholm
60000990,Chalmers University of Technology,"Department of Technology Management and Economics, Chalmers University of Technology",Sweden,Gothenburg
127405207,Myanmar Martime University,Myanmar Martime University,Myanmar,NA
127405181,SCG Logistics Management,SCG Logistics Management,Thailand,NA
101373351,Queen Elizabeth Hospital,"Department of Medicine, Queen Elizabeth Hospital",Malaysia,Kota Kinabalu
60026148,Basset Healthcare Network,"Department of Internal Medicine, Basset Healthcare Network",United States,Cooperstown
121970918,St. Luke's Heart Institute,St. Luke's Heart Institute,Philippines,Taguig
122133761,Cardiac Vascular Sentral,Cardiac Vascular Sentral,Malaysia,Kuala Lumpur
60239692,Institute for Global Environmental Strategies,"Sustainable Consumption and Production Area, Institute for Global Environmental Strategies",Japan,Hayama
115413879,Klinik Arlesheim,"Department of Integrative Gastroenterology, Klinik Arlesheim",Switzerland,Arlesheim
60108183,Univ Lyon,"Hospices Civils de Lyon, INSERM, LabTAU, Université Lyon I, Univ Lyon",France,Lyon
60102305,National Jewish Health,National Jewish Health,United States,Denver
60079887,Veteran Affairs San Diego Healthcare System,Veteran Affairs San Diego Healthcare System,United States,La Jolla
60011682,University of Chile,"University Hospital, University of Chile",Chile,Santiago
116061381,Norton Thoracic Institute,Norton Thoracic Institute,United States,Phoenix
60121260,University of Leuven,"TARGID, University of Leuven",Belgium,Leuven
120837035,University of Health Sciences,"Department of Medical Laboratory, Faculty of Medical Technology, University of Health Sciences",Laos,Vientiane
114407316,Pacific Rim Electrophysiology Research Institute,Pacific Rim Electrophysiology Research Institute,Thailand,Bangkok
125216404,Pacific Rim Electrophysiology Research Institute,Pacific Rim Electrophysiology Research Institute,United States,Las Vegas
125727836,Zorgsaam Terneuzen,Zorgsaam Terneuzen,Netherlands,Rotterdam
60009680,Thailand Research Fund,"Research and Researchers for Industry, Thailand Research Fund",Thailand,Bangkok
60271965,University of Mindanao,"College of Engineering, Chemical Engineering Department, University of Mindanao",Philippines,Davao City
125265851,Adhiyamaan Educational Research Institute,"PG and Research Centre in Biotechnology, MGR College, Adhiyamaan Educational Research Institute",India,Hosur Krishnagiri Tamil Nadu
112548868,MGR College,"Department of Microbiology, MGR College",India,Hosur Krishnagiri Tamil Nadu
126912383,Meticuly Co. Ltd.,"Biomechanics Research Center, Meticuly Co. Ltd.",Thailand,Pathumwan
60103970,Zhejiang A & F University,"National Engineering Research Center for Wood-Based Resource Comprehensive Utilization, School of Engineering, Zhejiang A & F University",China,Hangzhou
60170285,Birmingham Children’s NHS Foundation Trust,Birmingham Children’s NHS Foundation Trust,United Kingdom,Birmingham
121770536,Bangchak Corporation Plc,Bangchak Corporation Plc,Thailand,Nonthaburee
60071402,Viet Nam Academy of Science and Technology,"Institute of Oceanography, Viet Nam Academy of Science and Technology",Viet Nam,Nha Trang
108425930,National Fisheries Research and Development Institute,National Fisheries Research and Development Institute,Philippines,Quezon City
60080958,National Institute of Fisheries Science,National Institute of Fisheries Science,South Korea,Busan
122557621,Directorate General of Aquaculture,"Main Center for Marine Aquaculture of Lampung, Directorate General of Aquaculture",Indonesia,NA
101671287,Research Institute for Marine Fisheries,Research Institute for Marine Fisheries,Viet Nam,Hai Phong
60069618,National Scientific Center of Marine Biology Far East Branch of the Russian Academy of Sciences,National Scientific Center of Marine Biology Far East Branch of the Russian Academy of Sciences,Russian Federation,Vladivostok
60211445,Japan Fisheries Research and Education Agency,"Fisheries Technology Institute, Japan Fisheries Research and Education Agency",Japan,Hatsukaichi
126155605,Tien Giang University,"Department of Biotechnology and Crop Science, Faculty of Agriculture and Food Technology, Tien Giang University",Viet Nam,NA
125842165,Love Yourself Foundation,Love Yourself Foundation,Philippines,Manila
60138522,Celerion Inc.,Celerion Inc.,United States,Tempe
113489690,Abide Therapeutics,Abide Therapeutics,United States,San Diego
60031003,Central Queensland University,"School of Health and Medical Applied Sciences, Central Queensland University",Australia,Rockhampton
60080510,Dr. D. Y. Patil Dental College and Hospital,"Department of Periodontics, Dr. D. Y. Patil Dental College and Hospital",India,Pune
60018483,Chandigarh University,"Department of Pharmacology, University Institute of Pharma Sciences, Chandigarh University",India,Punjab
60024281,Nepean Hospital,Nepean Hospital,Australia,Kingswood
126298875,Brii Biosciences Inc. Durham,Brii Biosciences Inc. Durham,United States,NA
107253479,Brii Biosciences Inc. Beijing,Brii Biosciences Inc. Beijing,China,NA
60015173,Capital & Coast District Health Board,Capital & Coast District Health Board,New Zealand,Wellington
114175956,VBI Vaccines,VBI Vaccines,United States,Cambridge
60086967,BC Children’s Hospital Research Institute,"Vaccine Evaluation Center, BC Children’s Hospital Research Institute",Canada,Vancouver
60072002,London School of Hygiene and Tropical Medicine (MRCG at LSHTM),"Vaccines & Immunity Theme, Medical Research Council Unit, The Gambia, London School of Hygiene and Tropical Medicine (MRCG at LSHTM)",Gambia,Banjul
60071915,Centro de Ciencias Médicas C.C.S.S.,"Hospital Nacional de Niños Dr. Carlos Sáenz Herrera, Centro de Ciencias Médicas C.C.S.S.",Costa Rica,San José
125780504,African Leadership in Vaccinology Expertise (ALIVE),African Leadership in Vaccinology Expertise (ALIVE),South Africa,Johannesburg
60009510,Faculty of Medicine,"Eskisehir Osmangazi University, Faculty of Medicine",Turkey,Eskisehir
126244620,Parkinson’s Victoria Board,Parkinson’s Victoria Board,Australia,NA
125950616,Klinikum Agatharied,"Department of Neurology, Klinikum Agatharied",Germany,Hausham
60021057,North Tyneside General Hospital,"Northumbria Healthcare NHS Foundation Trust, North Tyneside General Hospital",United Kingdom,Tyne and Wear
118632832,CNS - Campus Neurológico Sénior,CNS - Campus Neurológico Sénior,Portugal,Torres Vedras
60108120,Universitas Islam Negeri Sunan Kalijaga,"Department of Biology, Faculty of Science and Technology, Universitas Islam Negeri Sunan Kalijaga",Indonesia,Yogyakarta
121829287,Georgian Technical University,Georgian Technical University,United States,Tbilisi
60019199,CSIR-NEERI,"Academy of Scientific and Innovative Research (AcSIR), Environmental Materials Division, CSIR-NEERI",India,Nagpur
112639553,National Universities Commission,National Universities Commission,Nigeria,Abuja
108248813,Bello University,"Department of Metallurgical and Materials Engineering Ahmadu, Bello University",Nigeria,Zaria
60006951,University of North Carolina at Charlotte,"Department of Bioinformatics and Genomics, University of North Carolina at Charlotte",United States,Charlotte
120236916,Department of Pediatrics,"Hat Yai Medical Center, Division of Pediatric Pulmonary & Critical Care, Department of Pediatrics",Thailand,Songkhla
60009426,Sarawak General Hospital,"Pediatric Intensive Care Unit, Department of Pediatrics, Sarawak General Hospital",Malaysia,Sarawak
60013400,Daegu Catholic University College of Medicine,"Department of Internal Medicine, Daegu Catholic University College of Medicine",South Korea,Daegu
125940221,Columbia Asia Hospital,"Department of Cardiology, Columbia Asia Hospital",Malaysia,Taiping
60070444,Pusat Jantung Nasional Harapan Kita,"Cardiology and Vascular Medicine, Pusat Jantung Nasional Harapan Kita",Indonesia,Jakarta
121878679,Boehringer Ingelheim Singapore Pte Ltd,Boehringer Ingelheim Singapore Pte Ltd,Singapore,Singapore
125589665,TrueEye Company Limited,TrueEye Company Limited,Thailand,Bangkok
106682668,Faculty of Engineering,"Applied Engineering for Important Crops of the North East Research Group, Department of Agricultural Engineering, Faculty of Engineering",Thailand,Khon Kaen
126240136,"Aksorn Charoen Tat ACT. Co.,Ltd","Data Intelligence, Aksorn Charoen Tat ACT. Co.,Ltd",Thailand,Bangkok
60018986,Hallym University Chuncheon Sacred Heart Hospital,"Centre for Liver and Digestive Diseases, Gangwon-Do, Hallym University Chuncheon Sacred Heart Hospital",South Korea,Chuncheon
116152334,Cardinal Santos Medical Centre,"Department of Hepatology, Cardinal Santos Medical Centre",Philippines,Manila
127843511,Cardinal Santos Medical Center,"Department of Hepatology, Cardinal Santos Medical Center",Philippines,Manila
124415597,Institute of Physics,Institute of Physics,India,Bhubaneswar
60110201,Florey Institute for Neuroscience and Mental Health,Florey Institute for Neuroscience and Mental Health,Australia,Melbourne
60189457,Yokohama University of Pharmacy,Yokohama University of Pharmacy,Japan,Yokohama
129086521,Pathum Thani Hospital,"Department of Obstetrics and Gynecology, Pathum Thani Hospital",Thailand,Pathum Thani
124919483,Independent Researcher,Independent Researcher,Thailand,Bangkok
60027468,Walter and Eliza Hall Institute,"Bioinformatics Division, Walter and Eliza Hall Institute",Australia,Melbourne
60005548,Pasteur Institute of Iran,"Malaria and Vector Research Group (MVRG), Biotechnology Research Center, Pasteur Institute of Iran",Iran,Tehran
60158067,Concordia University,Concordia University,United States,Portland
60071253,Universidad Nacional de la Amazonía Peruana,Universidad Nacional de la Amazonía Peruana,Peru,Iquitos
60122016,Shanghai Jiao Tong University Affiliated Sixth People’s Hospital,"Department of General Surgery, Shanghai Jiao Tong University Affiliated Sixth People’s Hospital",China,Shanghai
114688233,Hospital Departamental Villavicencio,Hospital Departamental Villavicencio,Colombia,Villavicencio
60013516,Navy Medical University,"Department of Colorectal Surgery, Changzheng Hospital, Navy Medical University",China,Shanghai
125754524,Hospital Brasil Rede D´Or,"Department of Surgery, Hospital Brasil Rede D´Or",Brazil,São Paulo
108918778,Mahasarakham Hospital,"Division of Urology, Mahasarakham Hospital",Thailand,Mahasarakham
120896407,Ministry of Science and Technology,"Yangon Technological University, Pharmaceutical Research Department, Myanma Scientific and Technological Research Department, Ministry of Science and Technology",Myanmar,Yangon
126179332,Avenida Universidad,"Laboratorio de Investigación Biomédica, Facultad de Medicina y Nutrición, Avenida Universidad",Mexico,Dgo
122432081,Rajarajeswari Medical College and Hospital,"Department of Psychiatry, Rajarajeswari Medical College and Hospital",India,Bengaluru
112979847,Private Practice,Private Practice,Germany,Hamburg
126885497,Ministry of Health and Sports,"Department of Public Health, Ministry of Health and Sports",Myanmar,Naypyitaw
126885528,General Hospital,General Hospital,Myanmar,Hinthada
129668438,Kempf and Associates,Kempf and Associates,United States,Mountain View
126413457,Jyothy Institute of Technology,Jyothy Institute of Technology,India,Karnataka
124094897,Politeknik Kesehatan Kementrian Kesehatan Pangkal Pinang,"Department of Nursing, Politeknik Kesehatan Kementrian Kesehatan Pangkal Pinang",Indonesia,Bangka Belitung
60000457,National Institute of Biology,"Department of Organisms and Ecosystems Research, National Institute of Biology",Slovenia,Ljubljana
60030129,Slovenian Academy of Sciences and Arts,"Jovan Hadzi Institute of Biology, Scientific Research Centre, Slovenian Academy of Sciences and Arts",Slovenia,Ljubljana
122671730,Taungoo Education College,"Department of Biology, Taungoo Education College",Myanmar,Taungoo
123812624,Avisena Specialist Hospital,"Department of Anesthesiology, Avisena Specialist Hospital",Malaysia,Shah Alam
60096090,Konkuk University Medical Center,"Department of Anesthesiology, Konkuk University Medical Center",South Korea,Seoul
60001864,Columbia University,"School of Nursing, Columbia University",United States,New York
60000473,Rutgers University Newark,"School of Nursing, Rutgers University Newark",United States,Newark
60002208,Texas A&M University–Corpus Christi,"College of Nursing and Health Sciences, Texas A&M University–Corpus Christi",United States,Corpus Christi
60007879,Yale University,"School of Nursing, Yale University",United States,West Haven
60086842,University of Ottawa,"Faculty of Health Sciences, School of Nursing, University of Ottawa",Canada,Ottawa
60004001,Durban University of Technology,"Department of Nursing, Durban University of Technology",South Africa,Durban
121825468,Pacific Tsunami Museum,Pacific Tsunami Museum,United States,NA
100476050,Disaster Reduction and Human Renovation Institution (DRI),Disaster Reduction and Human Renovation Institution (DRI),Japan,Kobe
125778944,Mt. Bandai Eruption Memorial Museum,Mt. Bandai Eruption Memorial Museum,Japan,Fukushima
125786785,International Tsunami Museum,International Tsunami Museum,Thailand,Phang-nga
60008016,CSIR-Central Electrochemical Research Institute,CSIR-Central Electrochemical Research Institute,India,Karaikudi
106136460,Animal Resources Centre,Animal Resources Centre,Australia,Murdoch
120143212,Kite (a Gilead company,Kite (a Gilead company,United States,Santa Monica
113083706,Centre of Excellence in Mathematics,Centre of Excellence in Mathematics,Thailand,Bangkok
60024908,I-Shou University,"College of Language Arts, I-Shou University",Taiwan,Kaohsiung
60032775,Mathematica Policy Research,Mathematica Policy Research,United States,NA
125930233,Institute of Public Policy and Development,Institute of Public Policy and Development,Thailand,Bangkok
60106362,National University of Singapore,"Cancer Science Institute of Singapore, National University of Singapore",Singapore,Singapore
60074459,Jesse Brown Veterans Affairs Medical Center,Jesse Brown Veterans Affairs Medical Center,United States,Chicago
60276481,Chulabhorn Research Institute,"Translational Research Unit, Chulabhorn Research Institute",Thailand,Bangkok
100803653,Miami Cancer Institute,"Hepatobiliary and Pancreas Surgery, Miami Cancer Institute",United States,Miami
110206130,Istituto Fondazione Poliambulanza,"Department of Surgery, Istituto Fondazione Poliambulanza",Italy,Brescia
100342647,Ministry of Health,Ministry of Health,Spain,Madrid
126420068,BA Wake Forest University,BA Wake Forest University,United States,Reno
60101642,Stony Brook University Renaissance School of Medicine,"Department of Anesthesiology, Stony Brook University Renaissance School of Medicine",United States,Stony Brook
60024537,Swiss Federal Office of Public Health,"Communicable Diseases Division, Swiss Federal Office of Public Health",Switzerland,Bern
60021848,ABC Medical Center,"Department of Surgery, ABC Medical Center",Mexico,Mexico
60004577,Clinica Santa Maria,"Servicio de Cirugía Endoscópica Hospital San Borja Arriarán de Santiago, Departamento de Cirugía, Clinica Santa Maria",Chile,Santiago
60103003,University of Chicago Pritzker School of Medicine,"Department of Anesthesiology, NorthShore University HealthSystem, University of Chicago Pritzker School of Medicine",United States,Evanston
112659725,Hospital Escuela José de San Martín,"Departamento of Surgery, Hospital Escuela José de San Martín",Argentina,Corrientes
